A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,JP1,JP2,JP3,JP4,JP5,gender,education,age
1,6,6,2,6,6,5,6,1,2,4,1,6,6,5,1,3,45
5,4,4,1,6,6,5,6,1,2,6,5,1,5,2,1,3,43
4,2,5,5,2,5,2,4,2,5,4,2,1,2,2,2,3,58
2,4,3,5,4,6,4,6,2,5,1,2,3,5,5,2,3,38
2,5,5,5,6,3,2,4,4,1,1,1,6,6,5,1,4,45
1,4,5,5,2,6,6,2,4,4,5,6,4,1,1,2,3,39
1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,2,47
3,5,2,6,5,5,6,4,2,2,6,6,4,2,6,2,5,45
1,5,5,6,6,6,6,6,1,2,4,2,5,6,4,2,3,42
5,6,4,NA,6,2,NA,6,NA,3,3,1,NA,6,4,2,3,42
4,4,6,6,6,5,5,6,5,4,1,3,6,6,2,2,3,42
4,4,6,6,6,5,5,6,5,4,1,3,6,6,2,2,3,42
2,4,3,3,2,5,4,3,2,6,5,5,2,2,5,2,NA,35
1,5,5,5,6,6,6,5,3,3,1,4,5,5,5,2,4,53
2,4,5,4,4,4,4,4,3,4,4,3,4,5,5,1,NA,35
3,5,5,3,5,4,4,4,3,5,2,5,2,5,4,2,NA,35
2,5,5,6,4,5,3,5,3,2,4,3,4,4,5,2,3,68
1,6,4,4,6,2,1,4,6,4,2,1,5,5,5,2,4,48
3,5,5,4,4,5,4,4,1,3,2,4,4,5,5,1,3,40
2,4,5,5,5,5,4,5,2,2,2,2,5,5,1,1,2,74
1,5,4,5,1,4,5,6,4,5,6,6,3,5,4,1,3,42
6,4,4,6,6,6,5,4,3,4,3,5,4,5,2,2,1,43
4,5,5,6,5,3,5,5,2,5,5,6,5,2,2,2,NA,36
4,4,4,6,4,5,5,4,5,5,2,3,3,4,2,2,2,52
2,5,3,3,3,4,4,4,4,5,6,6,1,1,3,2,4,66
4,5,5,6,5,4,5,5,3,1,1,5,4,6,5,2,3,42
1,5,5,5,5,3,3,4,4,4,2,6,3,2,2,2,3,43
1,5,5,6,4,6,5,5,1,1,3,2,5,5,6,2,5,60
3,2,1,2,2,2,2,4,5,5,2,4,4,2,5,2,2,42
1,5,6,6,5,5,4,2,5,6,4,4,4,5,5,2,3,76
3,4,4,3,4,6,6,6,1,3,5,4,4,2,5,1,1,63
1,1,6,1,1,1,1,1,1,6,1,1,6,6,6,1,NA,32
3,4,4,5,5,6,6,3,1,1,1,1,5,4,6,1,4,48
1,5,5,6,4,1,3,2,5,6,1,4,3,4,4,2,1,37
2,3,2,5,4,5,5,5,2,5,5,5,4,2,4,1,5,63
1,6,5,2,5,4,4,5,3,5,3,2,6,5,6,1,3,39
4,5,6,4,5,6,6,6,2,1,4,3,6,4,3,2,5,45
1,5,4,5,4,5,5,5,2,5,4,6,4,5,3,1,3,42
2,4,3,4,5,5,1,2,6,4,2,2,5,5,5,2,2,59
3,3,2,1,2,5,3,5,3,5,6,5,2,2,3,1,3,58
4,4,5,5,4,4,5,5,2,4,5,5,5,3,6,2,NA,36
2,4,5,5,5,5,4,5,3,4,1,2,4,5,4,2,5,45
6,3,3,3,3,5,4,4,3,2,4,2,3,5,2,1,5,56
5,6,5,5,6,5,4,4,3,2,4,3,4,6,5,2,2,58
2,3,4,2,5,4,6,3,4,5,3,3,5,6,4,2,3,38
2,4,4,6,5,4,3,4,2,3,3,5,2,4,2,2,4,67
3,2,5,5,3,6,6,2,3,3,5,1,4,4,6,2,1,60
2,4,4,6,4,5,4,5,2,2,3,2,2,4,4,1,3,41
1,5,4,2,5,3,3,5,2,2,5,2,2,5,5,2,NA,36
1,6,5,5,5,5,5,6,3,4,3,4,5,5,4,2,3,45
6,5,2,4,5,6,4,2,5,6,4,2,5,4,2,1,1,37
1,6,6,2,6,2,4,4,1,2,3,1,4,6,4,2,3,61
3,6,5,6,5,6,5,5,1,4,1,1,6,6,6,2,4,72
1,6,6,5,6,5,5,3,2,4,1,5,4,4,2,1,5,48
1,6,6,6,6,6,6,6,2,1,4,3,6,6,6,2,5,46
3,2,3,3,1,3,3,1,3,4,6,6,1,2,1,1,3,46
2,6,6,6,6,3,3,6,3,6,1,4,3,4,6,2,3,41
6,5,5,4,4,5,4,4,3,5,6,4,3,1,4,1,NA,37
6,5,6,6,6,6,6,6,6,6,6,4,6,4,6,2,3,42
1,6,3,1,4,4,4,4,2,5,1,5,2,1,5,1,1,37
2,5,5,5,5,4,5,5,2,2,4,2,4,4,5,1,4,43
2,5,5,6,3,4,3,3,4,2,1,4,4,5,6,1,4,55
6,1,2,2,2,3,6,1,5,6,6,6,1,5,5,1,3,49
2,5,5,5,5,5,3,4,2,3,4,3,5,5,5,2,4,53
2,2,5,6,6,6,5,5,1,5,5,6,2,5,2,1,3,41
2,5,5,4,6,6,5,5,1,1,5,1,1,3,6,2,2,62
2,5,3,6,3,5,3,5,3,3,2,6,1,1,6,2,NA,34
2,4,4,5,4,4,4,3,3,4,3,3,4,5,5,2,4,51
3,5,3,5,4,6,5,5,5,3,4,4,1,5,5,2,4,57
2,4,NA,5,5,4,4,2,2,2,4,1,5,5,6,1,2,63
2,5,4,6,5,5,6,5,1,2,2,1,4,3,4,2,4,46
3,4,3,4,4,4,4,4,4,3,6,4,2,2,5,2,3,45
2,3,4,6,2,2,4,4,3,3,6,6,2,1,1,2,1,38
4,4,5,1,4,5,3,3,5,5,3,3,5,4,4,1,2,39
2,5,5,5,5,5,4,5,1,2,2,4,2,2,5,1,2,53
1,6,5,6,4,6,6,6,1,1,5,4,4,4,6,2,4,43
3,4,3,6,4,4,6,4,1,2,4,6,3,6,4,2,3,51
2,5,4,4,5,5,4,4,2,2,3,4,3,3,4,2,NA,36
6,4,5,5,5,6,6,5,2,6,3,3,2,5,5,1,3,43
3,4,3,5,5,2,4,4,5,1,1,4,2,5,4,1,3,45
1,5,5,6,6,6,5,2,4,1,5,2,4,5,5,1,3,40
2,5,4,4,3,3,5,4,4,4,3,6,1,2,3,2,3,45
3,5,4,3,4,5,5,5,3,3,2,4,3,5,5,2,1,65
2,5,5,5,5,5,6,5,2,2,4,4,4,5,4,1,3,46
1,6,6,6,6,6,6,5,1,1,1,1,6,6,6,1,2,56
1,6,6,6,6,5,6,6,1,1,5,1,5,6,5,2,3,52
5,6,4,1,5,6,NA,5,2,2,3,2,3,2,6,2,3,44
1,6,1,6,6,6,6,5,1,3,1,3,5,5,5,2,4,50
1,6,4,6,3,5,5,5,2,5,6,6,1,1,1,1,4,67
3,5,6,6,6,5,5,4,4,5,2,1,5,5,5,2,3,42
1,NA,6,NA,2,5,5,5,2,3,1,NA,6,6,4,2,1,41
1,5,6,5,6,5,4,5,2,3,1,2,6,6,4,2,1,41
2,5,4,5,4,6,5,5,2,4,6,5,2,3,5,2,5,60
2,6,6,6,5,5,6,5,1,2,1,1,6,5,6,2,3,44
1,4,3,5,5,5,2,2,4,3,5,5,3,5,4,2,3,67
2,6,5,6,6,5,5,5,4,1,2,1,5,5,5,1,2,49
2,6,5,4,5,4,4,1,4,1,1,5,4,5,5,1,5,48
3,4,4,3,5,6,6,5,2,1,2,2,4,5,5,2,5,53
2,5,3,5,4,5,4,3,4,4,5,2,3,2,3,2,3,43
4,4,5,1,2,3,5,3,6,4,4,4,4,3,4,2,3,42
5,5,5,6,5,6,6,2,4,5,5,1,5,6,4,2,3,42
3,4,3,1,3,5,4,5,3,4,3,5,2,3,1,2,4,44
5,5,5,5,3,5,4,2,3,5,3,5,5,6,5,1,NA,35
6,1,3,3,3,6,6,6,1,1,1,4,5,5,6,1,3,39
2,4,4,3,5,2,3,4,4,3,2,2,4,4,3,1,4,47
2,3,5,2,5,5,5,5,1,1,2,2,6,3,6,2,4,49
5,2,2,4,4,5,5,5,2,6,2,2,4,5,4,1,4,51
2,3,1,4,2,5,5,3,3,3,3,3,1,2,2,2,4,70
